Order,Sample_ID,Year,Treatment,Season,Replicate,Count,Experiment
entomoplasmatales,2018-NF-Veraison-B,2018,NF,Veraison,B,1,Fertilizer
entomoplasmatales,2018-NF-Veraison-C,2018,NF,Veraison,C,0,Fertilizer
entomoplasmatales,2018-NF-Harvest-A,2018,NF,Harvest,A,1,Fertilizer
entomoplasmatales,2018-NF-Harvest-B,2018,NF,Harvest,B,1,Fertilizer
entomoplasmatales,2018-NF-Harvest-C,2018,NF,Harvest,C,2,Fertilizer
entomoplasmatales,2018-HW-Bud-A,2018,HW,Bud,A,0,Crop Cover
entomoplasmatales,2018-HW-Bud-B,2018,HW,Bud,B,0,Crop Cover
entomoplasmatales,2018-HW-Bud-C,2018,HW,Bud,C,0,Crop Cover
entomoplasmatales,2018-HW-Bloom-A,2018,HW,Bloom,A,2,Crop Cover
entomoplasmatales,2018-HW-Bloom-B,2018,HW,Bloom,B,1,Crop Cover
entomoplasmatales,2018-HW-Bloom-C,2018,HW,Bloom,C,4,Crop Cover
entomoplasmatales,2018-HW-Veraison-A,2018,HW,Veraison,A,0,Crop Cover
entomoplasmatales,2018-HW-Veraison-B,2018,HW,Veraison,B,1,Crop Cover
entomoplasmatales,2018-HW-Veraison-C,2018,HW,Veraison,C,0,Crop Cover
entomoplasmatales,2018-HW-Harvest-A,2018,HW,Harvest,A,2,Crop Cover
entomoplasmatales,2018-HW-Harvest-B,2018,HW,Harvest,B,2,Crop Cover
entomoplasmatales,2018-HW-Harvest-C,2018,HW,Harvest,C,0,Crop Cover
entomoplasmatales,2018-LW-Bud-A,2018,LW,Bud,A,0,Crop Cover
entomoplasmatales,2018-LW-Bud-B,2018,LW,Bud,B,0,Crop Cover
entomoplasmatales,2018-LW-Bud-C,2018,LW,Bud,C,0,Crop Cover
entomoplasmatales,2018-LW-Bloom-A,2018,LW,Bloom,A,0,Crop Cover
entomoplasmatales,2018-LW-Bloom-B,2018,LW,Bloom,B,3,Crop Cover
entomoplasmatales,2018-LW-Bloom-C,2018,LW,Bloom,C,1,Crop Cover
entomoplasmatales,2018-LW-Veraison-A,2018,LW,Veraison,A,1,Crop Cover
entomoplasmatales,2018-LW-Veraison-B,2018,LW,Veraison,B,0,Crop Cover
entomoplasmatales,2018-LW-Veraison-C,2018,LW,Veraison,C,2,Crop Cover
entomoplasmatales,2018-LW-Harvest-A,2018,LW,Harvest,A,1,Crop Cover
entomoplasmatales,2018-LW-Harvest-B,2018,LW,Harvest,B,0,Crop Cover
entomoplasmatales,2018-LW-Harvest-C,2018,LW,Harvest,C,0,Crop Cover
entomoplasmatales,2018-NCC-Bud-A,2018,NCC,Bud,A,1,Crop Cover
entomoplasmatales,2018-NCC-Bud-B,2018,NCC,Bud,B,0,Crop Cover
entomoplasmatales,2018-NCC-Bud-C,2018,NCC,Bud,C,0,Crop Cover
entomoplasmatales,2018-NCC-Bloom-A,2018,NCC,Bloom,A,1,Crop Cover
entomoplasmatales,2018-NCC-Bloom-B,2018,NCC,Bloom,B,0,Crop Cover
entomoplasmatales,2018-NCC-Bloom-C,2018,NCC,Bloom,C,0,Crop Cover
entomoplasmatales,2018-NCC-Veraison-A,2018,NCC,Veraison,A,1,Crop Cover
entomoplasmatales,2018-NCC-Veraison-B,2018,NCC,Veraison,B,1,Crop Cover
entomoplasmatales,2018-NCC-Veraison-C,2018,NCC,Veraison,C,1,Crop Cover
entomoplasmatales,2018-NCC-Harvest-A,2018,NCC,Harvest,A,1,Crop Cover
entomoplasmatales,2018-NCC-Harvest-B,2018,NCC,Harvest,B,3,Crop Cover
thermosediminibacterales,2018-NH-Bloom-B,2018,NH,Bloom,B,15,Herbicide
thermosediminibacterales,2018-NH-Harvest-C,2018,NH,Harvest,C,11,Herbicide
thermosediminibacterales,2018-SF-Bloom-B,2018,SF,Bloom,B,11,Fertilizer
thermosediminibacterales,2018-SF-Harvest-C,2018,SF,Harvest,C,14,Fertilizer
thermosediminibacterales,2018-OF-Bloom-A,2018,OF,Bloom,A,9,Fertilizer
thermosediminibacterales,2016-H-Bud-A,2016,H,Bud,A,2,Herbicide
thermosediminibacterales,2016-H-Bud-B,2016,H,Bud,B,6,Herbicide
thermosediminibacterales,2016-H-Bud-C,2016,H,Bud,C,3,Herbicide
thermosediminibacterales,2016-H-Bloom-A,2016,H,Bloom,A,0,Herbicide
thermosediminibacterales,2016-H-Bloom-B,2016,H,Bloom,B,0,Herbicide
thermosediminibacterales,2016-H-Bloom-C,2016,H,Bloom,C,0,Herbicide
thermosediminibacterales,2016-H-Veraison-A,2016,H,Veraison,A,1,Herbicide
thermosediminibacterales,2016-H-Veraison-B,2016,H,Veraison,B,0,Herbicide
thermosediminibacterales,2016-H-Veraison-C,2016,H,Veraison,C,1,Herbicide
thermosediminibacterales,2016-H-Harvest-A,2016,H,Harvest,A,0,Herbicide
thermosediminibacterales,2016-H-Harvest-B,2016,H,Harvest,B,0,Herbicide
thermosediminibacterales,2016-H-Harvest-C,2016,H,Harvest,C,1,Herbicide
thermosediminibacterales,2016-HW-Bud-A,2016,HW,Bud,A,7,Crop Cover
thermosediminibacterales,2016-HW-Bud-B,2016,HW,Bud,B,6,Crop Cover
thermosediminibacterales,2016-HW-Bud-C,2016,HW,Bud,C,1,Crop Cover
thermosediminibacterales,2016-HW-Bloom-A,2016,HW,Bloom,A,3,Crop Cover
thermosediminibacterales,2016-HW-Bloom-B,2016,HW,Bloom,B,1,Crop Cover
thermosediminibacterales,2016-HW-Bloom-C,2016,HW,Bloom,C,0,Crop Cover
thermosediminibacterales,2016-HW-Veraison-A,2016,HW,Veraison,A,0,Crop Cover
thermosediminibacterales,2016-HW-Veraison-B,2016,HW,Veraison,B,0,Crop Cover
thermosediminibacterales,2016-HW-Veraison-C,2016,HW,Veraison,C,0,Crop Cover
thermosediminibacterales,2016-HW-Harvest-A,2016,HW,Harvest,A,0,Crop Cover
thermosediminibacterales,2016-HW-Harvest-B,2016,HW,Harvest,B,0,Crop Cover
thermosediminibacterales,2016-HW-Harvest-C,2016,HW,Harvest,C,0,Crop Cover
thermosediminibacterales,2016-LW-Bud-A,2016,LW,Bud,A,1,Crop Cover
thermosediminibacterales,2016-LW-Bud-B,2016,LW,Bud,B,2,Crop Cover
thermosediminibacterales,2016-LW-Bud-C,2016,LW,Bud,C,3,Crop Cover
thermosediminibacterales,2016-LW-Bloom-A,2016,LW,Bloom,A,0,Crop Cover
thermosediminibacterales,2016-LW-Bloom-B,2016,LW,Bloom,B,0,Crop Cover
thermosediminibacterales,2016-LW-Bloom-C,2016,LW,Bloom,C,1,Crop Cover
thermosediminibacterales,2016-LW-Veraison-A,2016,LW,Veraison,A,1,Crop Cover
thermosediminibacterales,2016-LW-Veraison-B,2016,LW,Veraison,B,1,Crop Cover
thermosediminibacterales,2016-LW-Veraison-C,2016,LW,Veraison,C,1,Crop Cover
thermosediminibacterales,2016-LW-Harvest-A,2016,LW,Harvest,A,0,Crop Cover
thermosediminibacterales,2016-LW-Harvest-B,2016,LW,Harvest,B,1,Crop Cover
thermosediminibacterales,2016-LW-Harvest-C,2016,LW,Harvest,C,1,Crop Cover
thermosediminibacterales,2016-NCC-Bud-A,2016,NCC,Bud,A,9,Crop Cover
thermosediminibacterales,2016-NCC-Bud-B,2016,NCC,Bud,B,5,Crop Cover
thermosediminibacterales,2016-NCC-Bud-C,2016,NCC,Bud,C,11,Crop Cover
thermosediminibacterales,2016-NCC-Bloom-A,2016,NCC,Bloom,A,1,Crop Cover
thermosediminibacterales,2016-NCC-Bloom-B,2016,NCC,Bloom,B,1,Crop Cover
thermosediminibacterales,2016-NCC-Bloom-C,2016,NCC,Bloom,C,2,Crop Cover
thermosediminibacterales,2016-NCC-Veraison-A,2016,NCC,Veraison,A,1,Crop Cover
thermosediminibacterales,2016-NCC-Veraison-B,2016,NCC,Veraison,B,1,Crop Cover
thermosediminibacterales,2016-NCC-Veraison-C,2016,NCC,Veraison,C,0,Crop Cover
thermosediminibacterales,2016-NCC-Harvest-A,2016,NCC,Harvest,A,0,Crop Cover
thermosediminibacterales,2016-NCC-Harvest-B,2016,NCC,Harvest,B,2,Crop Cover
thermosediminibacterales,2016-NCC-Harvest-C,2016,NCC,Harvest,C,1,Crop Cover
thermosediminibacterales,2016-NF-Bud-A,2016,NF,Bud,A,3,Fertilizer
thermosediminibacterales,2016-NF-Bud-B,2016,NF,Bud,B,2,Fertilizer
thermosediminibacterales,2016-NF-Bud-C,2016,NF,Bud,C,7,Fertilizer
thermosediminibacterales,2016-NF-Bloom-A,2016,NF,Bloom,A,4,Fertilizer
thermosediminibacterales,2016-NF-Bloom-B,2016,NF,Bloom,B,2,Fertilizer
thermosediminibacterales,2016-NF-Bloom-C,2016,NF,Bloom,C,0,Fertilizer
thermosediminibacterales,2016-NF-Veraison-A,2016,NF,Veraison,A,0,Fertilizer
thermosediminibacterales,2016-NF-Veraison-B,2016,NF,Veraison,B,0,Fertilizer
thermosediminibacterales,2016-NF-Veraison-C,2016,NF,Veraison,C,1,Fertilizer
thermosediminibacterales,2016-NF-Harvest-A,2016,NF,Harvest,A,1,Fertilizer
thermosediminibacterales,2016-NF-Harvest-B,2016,NF,Harvest,B,1,Fertilizer
thermosediminibacterales,2016-NF-Harvest-C,2016,NF,Harvest,C,3,Fertilizer
thermosediminibacterales,2016-NH-Bud-A,2016,NH,Bud,A,5,Herbicide
thermosediminibacterales,2016-NH-Bud-B,2016,NH,Bud,B,4,Herbicide
thermosediminibacterales,2016-NH-Bud-C,2016,NH,Bud,C,2,Herbicide
thermosediminibacterales,2016-NH-Bloom-A,2016,NH,Bloom,A,0,Herbicide
thermosediminibacterales,2016-NH-Bloom-B,2016,NH,Bloom,B,0,Herbicide
thermosediminibacterales,2016-NH-Bloom-C,2016,NH,Bloom,C,3,Herbicide
thermosediminibacterales,2016-NH-Veraison-A,2016,NH,Veraison,A,0,Herbicide
thermosediminibacterales,2016-NH-Veraison-B,2016,NH,Veraison,B,1,Herbicide
thermosediminibacterales,2016-NH-Veraison-C,2016,NH,Veraison,C,0,Herbicide
thermosediminibacterales,2016-NH-Harvest-A,2016,NH,Harvest,A,0,Herbicide
thermosediminibacterales,2016-NH-Harvest-B,2016,NH,Harvest,B,0,Herbicide
thermosediminibacterales,2016-NH-Harvest-C,2016,NH,Harvest,C,1,Herbicide
thermosediminibacterales,2016-OF-Bud-A,2016,OF,Bud,A,5,Fertilizer
thermosediminibacterales,2016-OF-Bud-B,2016,OF,Bud,B,1,Fertilizer
thermosediminibacterales,2016-OF-Bud-C,2016,OF,Bud,C,0,Fertilizer
thermosediminibacterales,2016-OF-Bloom-A,2016,OF,Bloom,A,2,Fertilizer
thermosediminibacterales,2016-OF-Bloom-B,2016,OF,Bloom,B,2,Fertilizer
thermosediminibacterales,2016-OF-Bloom-C,2016,OF,Bloom,C,0,Fertilizer
thermosediminibacterales,2016-OF-Veraison-A,2016,OF,Veraison,A,0,Fertilizer
thermosediminibacterales,2016-OF-Veraison-B,2016,OF,Veraison,B,0,Fertilizer
thermosediminibacterales,2016-OF-Veraison-C,2016,OF,Veraison,C,1,Fertilizer
thermosediminibacterales,2016-OF-Harvest-A,2016,OF,Harvest,A,0,Fertilizer
thermosediminibacterales,2016-OF-Harvest-B,2016,OF,Harvest,B,0,Fertilizer
thermosediminibacterales,2016-OF-Harvest-C,2016,OF,Harvest,C,0,Fertilizer
thermosediminibacterales,2016-SF-Bud-A,2016,SF,Bud,A,3,Fertilizer
thermosediminibacterales,2016-SF-Bud-B,2016,SF,Bud,B,2,Fertilizer
thermosediminibacterales,2016-SF-Bud-C,2016,SF,Bud,C,6,Fertilizer
thermosediminibacterales,2016-SF-Bloom-A,2016,SF,Bloom,A,1,Fertilizer
thermosediminibacterales,2016-SF-Bloom-B,2016,SF,Bloom,B,3,Fertilizer
thermosediminibacterales,2016-SF-Bloom-C,2016,SF,Bloom,C,1,Fertilizer
thermosediminibacterales,2016-SF-Veraison-A,2016,SF,Veraison,A,0,Fertilizer
thermosediminibacterales,2016-SF-Veraison-B,2016,SF,Veraison,B,0,Fertilizer
thermosediminibacterales,2016-SF-Veraison-C,2016,SF,Veraison,C,0,Fertilizer
thermosediminibacterales,2016-SF-Harvest-A,2016,SF,Harvest,A,1,Fertilizer
thermosediminibacterales,2016-SF-Harvest-B,2016,SF,Harvest,B,1,Fertilizer
thermosediminibacterales,2016-SF-Harvest-C,2016,SF,Harvest,C,1,Fertilizer
thermosediminibacterales,2017-HW-Bud-A,2017,HW,Bud,A,17,Crop Cover
thermosediminibacterales,2017-HW-Bud-B,2017,HW,Bud,B,12,Crop Cover
thermosediminibacterales,2017-HW-Bud-C,2017,HW,Bud,C,3,Crop Cover
thermosediminibacterales,2017-LW-Bud-A,2017,LW,Bud,A,2,Crop Cover
thermosediminibacterales,2017-LW-Bud-B,2017,LW,Bud,B,3,Crop Cover
thermosediminibacterales,2017-LW-Bud-C,2017,LW,Bud,C,0,Crop Cover
thermosediminibacterales,2017-NCC-Bud-A,2017,NCC,Bud,A,5,Crop Cover
thermosediminibacterales,2017-NCC-Bud-B,2017,NCC,Bud,B,9,Crop Cover
thermosediminibacterales,2017-NCC-Bud-C,2017,NCC,Bud,C,10,Crop Cover
thermosediminibacterales,2017-OF-Bud-A,2017,OF,Bud,A,1,Fertilizer
thermosediminibacterales,2017-OF-Bud-B,2017,OF,Bud,B,1,Fertilizer
thermosediminibacterales,2017-SF-Bud-A,2017,SF,Bud,A,6,Fertilizer
thermosediminibacterales,2017-SF-Bud-B,2017,SF,Bud,B,1,Fertilizer
thermosediminibacterales,2017-SF-Bud-C,2017,SF,Bud,C,2,Fertilizer
thermosediminibacterales,2017-NF-Bud-A,2017,NF,Bud,A,4,Fertilizer
thermosediminibacterales,2017-NF-Bud-B,2017,NF,Bud,B,0,Fertilizer
thermosediminibacterales,2017-NF-Bud-C,2017,NF,Bud,C,5,Fertilizer
thermosediminibacterales,2017-H-Bud-A,2017,H,Bud,A,1,Herbicide
thermosediminibacterales,2017-H-Bud-B,2017,H,Bud,B,1,Herbicide
thermosediminibacterales,2017-H-Bud-C,2017,H,Bud,C,0,Herbicide
thermosediminibacterales,2017-NH-Bud-A,2017,NH,Bud,A,0,Herbicide
thermosediminibacterales,2017-NH-Bud-B,2017,NH,Bud,B,2,Herbicide
thermosediminibacterales,2017-NH-Bud-C,2017,NH,Bud,C,3,Herbicide
thermosediminibacterales,2017-HW-Bloom-A,2017,HW,Bloom,A,1,Crop Cover
thermosediminibacterales,2017-HW-Bloom-B,2017,HW,Bloom,B,0,Crop Cover
thermosediminibacterales,2017-HW-Bloom-C,2017,HW,Bloom,C,0,Crop Cover
thermosediminibacterales,2017-LW-Bloom-A,2017,LW,Bloom,A,1,Crop Cover
thermosediminibacterales,2017-LW-Bloom-B,2017,LW,Bloom,B,1,Crop Cover
thermosediminibacterales,2017-LW-Bloom-C,2017,LW,Bloom,C,2,Crop Cover
thermosediminibacterales,2017-NCC-Bloom-A,2017,NCC,Bloom,A,0,Crop Cover
thermosediminibacterales,2017-NCC-Bloom-B,2017,NCC,Bloom,B,2,Crop Cover
thermosediminibacterales,2017-NCC-Bloom-C,2017,NCC,Bloom,C,0,Crop Cover
thermosediminibacterales,2017-OF-Bloom-A,2017,OF,Bloom,A,0,Fertilizer
thermosediminibacterales,2017-OF-Bloom-B,2017,OF,Bloom,B,1,Fertilizer
thermosediminibacterales,2017-OF-Bloom-C,2017,OF,Bloom,C,0,Fertilizer
thermosediminibacterales,2017-SF-Bloom-A,2017,SF,Bloom,A,0,Fertilizer
thermosediminibacterales,2017-SF-Bloom-B,2017,SF,Bloom,B,0,Fertilizer
thermosediminibacterales,2017-SF-Bloom-C,2017,SF,Bloom,C,0,Fertilizer
thermosediminibacterales,2017-NF-Bloom-A,2017,NF,Bloom,A,0,Fertilizer
thermosediminibacterales,2017-NF-Bloom-B,2017,NF,Bloom,B,0,Fertilizer
thermosediminibacterales,2017-NF-Bloom-C,2017,NF,Bloom,C,0,Fertilizer
thermosediminibacterales,2017-H-Bloom-A,2017,H,Bloom,A,2,Herbicide
thermosediminibacterales,2017-H-Bloom-B,2017,H,Bloom,B,0,Herbicide
thermosediminibacterales,2017-H-Bloom-C,2017,H,Bloom,C,0,Herbicide
thermosediminibacterales,2017-NH-Bloom-A,2017,NH,Bloom,A,0,Herbicide
thermosediminibacterales,2017-NH-Bloom-B,2017,NH,Bloom,B,1,Herbicide
thermosediminibacterales,2017-NH-Bloom-C,2017,NH,Bloom,C,2,Herbicide
thermosediminibacterales,2017-HW-Veraison-A,2017,HW,Veraison,A,2,Crop Cover
thermosediminibacterales,2017-HW-Veraison-B,2017,HW,Veraison,B,1,Crop Cover
thermosediminibacterales,2017-HW-Veraison-C,2017,HW,Veraison,C,2,Crop Cover
thermosediminibacterales,2017-LW-Veraison-A,2017,LW,Veraison,A,1,Crop Cover
thermosediminibacterales,2017-LW-Veraison-B,2017,LW,Veraison,B,2,Crop Cover
thermosediminibacterales,2017-LW-Veraison-C,2017,LW,Veraison,C,0,Crop Cover
thermosediminibacterales,2017-NCC-Veraison-A,2017,NCC,Veraison,A,3,Crop Cover
thermosediminibacterales,2017-NCC-Veraison-B,2017,NCC,Veraison,B,0,Crop Cover
thermosediminibacterales,2017-NCC-Veraison-C,2017,NCC,Veraison,C,0,Crop Cover
thermosediminibacterales,2017-OF-Veraison-A,2017,OF,Veraison,A,2,Fertilizer
thermosediminibacterales,2017-OF-Veraison-B,2017,OF,Veraison,B,1,Fertilizer
thermosediminibacterales,2017-OF-Veraison-C,2017,OF,Veraison,C,0,Fertilizer
thermosediminibacterales,2017-SF-Veraison-A,2017,SF,Veraison,A,1,Fertilizer
thermosediminibacterales,2017-SF-Veraison-B,2017,SF,Veraison,B,0,Fertilizer
thermosediminibacterales,2017-SF-Veraison-C,2017,SF,Veraison,C,2,Fertilizer
thermosediminibacterales,2017-NF-Veraison-A,2017,NF,Veraison,A,0,Fertilizer
thermosediminibacterales,2017-NF-Veraison-B,2017,NF,Veraison,B,3,Fertilizer
thermosediminibacterales,2017-NF-Veraison-C,2017,NF,Veraison,C,0,Fertilizer
thermosediminibacterales,2017-H-Veraison-A,2017,H,Veraison,A,1,Herbicide
thermosediminibacterales,2017-H-Veraison-B,2017,H,Veraison,B,0,Herbicide
thermosediminibacterales,2017-H-Veraison-C,2017,H,Veraison,C,1,Herbicide
thermosediminibacterales,2017-NH-Veraison-A,2017,NH,Veraison,A,2,Herbicide
thermosediminibacterales,2017-NH-Veraison-B,2017,NH,Veraison,B,0,Herbicide
thermosediminibacterales,2017-NH-Veraison-C,2017,NH,Veraison,C,0,Herbicide
thermosediminibacterales,2017-HW-Harvest-A,2017,HW,Harvest,A,4,Crop Cover
thermosediminibacterales,2017-HW-Harvest-B,2017,HW,Harvest,B,2,Crop Cover
thermosediminibacterales,2017-HW-Harvest-C,2017,HW,Harvest,C,2,Crop Cover
thermosediminibacterales,2017-LW-Harvest-A,2017,LW,Harvest,A,1,Crop Cover
thermosediminibacterales,2017-LW-Harvest-B,2017,LW,Harvest,B,1,Crop Cover
thermosediminibacterales,2017-LW-Harvest-C,2017,LW,Harvest,C,3,Crop Cover
thermosediminibacterales,2017-NCC-Harvest-A,2017,NCC,Harvest,A,0,Crop Cover
thermosediminibacterales,2017-NCC-Harvest-B,2017,NCC,Harvest,B,7,Crop Cover
thermosediminibacterales,2017-NCC-Harvest-C,2017,NCC,Harvest,C,1,Crop Cover
thermosediminibacterales,2017-OF-Harvest-A,2017,OF,Harvest,A,0,Fertilizer
thermosediminibacterales,2017-OF-Harvest-B,2017,OF,Harvest,B,2,Fertilizer
thermosediminibacterales,2017-OF-Harvest-C,2017,OF,Harvest,C,1,Fertilizer
thermosediminibacterales,2017-SF-Harvest-A,2017,SF,Harvest,A,2,Fertilizer
thermosediminibacterales,2017-SF-Harvest-B,2017,SF,Harvest,B,3,Fertilizer
thermosediminibacterales,2017-SF-Harvest-C,2017,SF,Harvest,C,1,Fertilizer
thermosediminibacterales,2017-NF-Harvest-A,2017,NF,Harvest,A,4,Fertilizer
thermosediminibacterales,2017-NF-Harvest-B,2017,NF,Harvest,B,0,Fertilizer
thermosediminibacterales,2017-NF-Harvest-C,2017,NF,Harvest,C,0,Fertilizer
thermosediminibacterales,2017-H-Harvest-A,2017,H,Harvest,A,0,Herbicide
thermosediminibacterales,2017-H-Harvest-B,2017,H,Harvest,B,0,Herbicide
thermosediminibacterales,2017-H-Harvest-C,2017,H,Harvest,C,0,Herbicide
thermosediminibacterales,2017-NH-Harvest-A,2017,NH,Harvest,A,2,Herbicide
thermosediminibacterales,2017-NH-Harvest-B,2017,NH,Harvest,B,0,Herbicide
thermosediminibacterales,2017-NH-Harvest-C,2017,NH,Harvest,C,0,Herbicide
thermosediminibacterales,2018-H-Bud-A,2018,H,Bud,A,4,Herbicide
thermosediminibacterales,2018-H-Bud-B,2018,H,Bud,B,5,Herbicide
thermosediminibacterales,2018-H-Bud-C,2018,H,Bud,C,6,Herbicide
thermosediminibacterales,2018-H-Bloom-A,2018,H,Bloom,A,1,Herbicide
thermosediminibacterales,2018-H-Bloom-B,2018,H,Bloom,B,2,Herbicide
thermosediminibacterales,2018-H-Bloom-C,2018,H,Bloom,C,0,Herbicide
thermosediminibacterales,2018-H-Veraison-A,2018,H,Veraison,A,0,Herbicide
thermosediminibacterales,2018-H-Veraison-B,2018,H,Veraison,B,4,Herbicide
thermosediminibacterales,2018-H-Veraison-C,2018,H,Veraison,C,0,Herbicide
thermosediminibacterales,2018-H-Harvest-A,2018,H,Harvest,A,25,Herbicide
thermosediminibacterales,2018-H-Harvest-B,2018,H,Harvest,B,0,Herbicide
thermosediminibacterales,2018-H-Harvest-C,2018,H,Harvest,C,0,Herbicide
thermosediminibacterales,2018-NH-Bud-A,2018,NH,Bud,A,1,Herbicide
thermosediminibacterales,2018-NH-Bud-B,2018,NH,Bud,B,1,Herbicide
thermosediminibacterales,2018-NH-Bud-C,2018,NH,Bud,C,4,Herbicide
thermosediminibacterales,2018-NH-Bloom-A,2018,NH,Bloom,A,1,Herbicide
thermosediminibacterales,2018-NH-Bloom-C,2018,NH,Bloom,C,3,Herbicide
thermosediminibacterales,2018-NH-Veraison-A,2018,NH,Veraison,A,1,Herbicide
thermosediminibacterales,2018-NH-Veraison-B,2018,NH,Veraison,B,0,Herbicide
thermosediminibacterales,2018-NH-Veraison-C,2018,NH,Veraison,C,2,Herbicide
thermosediminibacterales,2018-NH-Harvest-A,2018,NH,Harvest,A,3,Herbicide
thermosediminibacterales,2018-NH-Harvest-B,2018,NH,Harvest,B,56,Herbicide
thermosediminibacterales,2018-SF-Bud-A,2018,SF,Bud,A,1,Fertilizer
thermosediminibacterales,2018-SF-Bud-B,2018,SF,Bud,B,2,Fertilizer
thermosediminibacterales,2018-SF-Bud-C,2018,SF,Bud,C,3,Fertilizer
thermosediminibacterales,2018-SF-Bloom-A,2018,SF,Bloom,A,0,Fertilizer
thermosediminibacterales,2018-SF-Bloom-C,2018,SF,Bloom,C,2,Fertilizer
thermosediminibacterales,2018-SF-Veraison-A,2018,SF,Veraison,A,1,Fertilizer
thermosediminibacterales,2018-SF-Veraison-B,2018,SF,Veraison,B,2,Fertilizer
thermosediminibacterales,2018-SF-Veraison-C,2018,SF,Veraison,C,2,Fertilizer
thermosediminibacterales,2018-SF-Harvest-A,2018,SF,Harvest,A,2,Fertilizer
thermosediminibacterales,2018-SF-Harvest-B,2018,SF,Harvest,B,0,Fertilizer
thermosediminibacterales,2018-OF-Bud-A,2018,OF,Bud,A,0,Fertilizer
thermosediminibacterales,2018-OF-Bud-B,2018,OF,Bud,B,6,Fertilizer
thermosediminibacterales,2018-OF-Bud-C,2018,OF,Bud,C,1,Fertilizer
thermosediminibacterales,2018-OF-Bloom-B,2018,OF,Bloom,B,3,Fertilizer
thermosediminibacterales,2018-OF-Bloom-C,2018,OF,Bloom,C,1,Fertilizer
thermosediminibacterales,2018-OF-Veraison-A,2018,OF,Veraison,A,1,Fertilizer
thermosediminibacterales,2018-OF-Veraison-B,2018,OF,Veraison,B,1,Fertilizer
thermosediminibacterales,2018-OF-Veraison-C,2018,OF,Veraison,C,3,Fertilizer
thermosediminibacterales,2018-OF-Harvest-A,2018,OF,Harvest,A,0,Fertilizer
thermosediminibacterales,2018-OF-Harvest-B,2018,OF,Harvest,B,10,Fertilizer
thermosediminibacterales,2018-OF-Harvest-C,2018,OF,Harvest,C,0,Fertilizer
thermosediminibacterales,2018-NF-Bud-A,2018,NF,Bud,A,0,Fertilizer
thermosediminibacterales,2018-NF-Bud-B,2018,NF,Bud,B,2,Fertilizer
thermosediminibacterales,2018-NF-Bud-C,2018,NF,Bud,C,10,Fertilizer
thermosediminibacterales,2018-NF-Bloom-A,2018,NF,Bloom,A,2,Fertilizer
thermosediminibacterales,2018-NF-Bloom-B,2018,NF,Bloom,B,5,Fertilizer
thermosediminibacterales,2018-NF-Bloom-C,2018,NF,Bloom,C,3,Fertilizer
thermosediminibacterales,2018-NF-Veraison-A,2018,NF,Veraison,A,1,Fertilizer
thermosediminibacterales,2018-NF-Veraison-B,2018,NF,Veraison,B,2,Fertilizer
thermosediminibacterales,2018-NF-Veraison-C,2018,NF,Veraison,C,1,Fertilizer
thermosediminibacterales,2018-NF-Harvest-A,2018,NF,Harvest,A,0,Fertilizer
thermosediminibacterales,2018-NF-Harvest-B,2018,NF,Harvest,B,1,Fertilizer
thermosediminibacterales,2018-NF-Harvest-C,2018,NF,Harvest,C,0,Fertilizer
thermosediminibacterales,2018-HW-Bud-A,2018,HW,Bud,A,1,Crop Cover
thermosediminibacterales,2018-HW-Bud-B,2018,HW,Bud,B,0,Crop Cover
thermosediminibacterales,2018-HW-Bud-C,2018,HW,Bud,C,0,Crop Cover
thermosediminibacterales,2018-HW-Bloom-A,2018,HW,Bloom,A,0,Crop Cover
thermosediminibacterales,2018-HW-Bloom-B,2018,HW,Bloom,B,0,Crop Cover
thermosediminibacterales,2018-HW-Bloom-C,2018,HW,Bloom,C,2,Crop Cover
thermosediminibacterales,2018-HW-Veraison-A,2018,HW,Veraison,A,0,Crop Cover
thermosediminibacterales,2018-HW-Veraison-B,2018,HW,Veraison,B,4,Crop Cover
thermosediminibacterales,2018-HW-Veraison-C,2018,HW,Veraison,C,1,Crop Cover
thermosediminibacterales,2018-HW-Harvest-A,2018,HW,Harvest,A,0,Crop Cover
thermosediminibacterales,2018-HW-Harvest-B,2018,HW,Harvest,B,0,Crop Cover
thermosediminibacterales,2018-HW-Harvest-C,2018,HW,Harvest,C,0,Crop Cover
thermosediminibacterales,2018-LW-Bud-A,2018,LW,Bud,A,1,Crop Cover
thermosediminibacterales,2018-LW-Bud-B,2018,LW,Bud,B,48,Crop Cover
thermosediminibacterales,2018-LW-Bud-C,2018,LW,Bud,C,3,Crop Cover
thermosediminibacterales,2018-LW-Bloom-A,2018,LW,Bloom,A,0,Crop Cover
thermosediminibacterales,2018-LW-Bloom-B,2018,LW,Bloom,B,0,Crop Cover
thermosediminibacterales,2018-LW-Bloom-C,2018,LW,Bloom,C,1,Crop Cover
thermosediminibacterales,2018-LW-Veraison-A,2018,LW,Veraison,A,1,Crop Cover
thermosediminibacterales,2018-LW-Veraison-B,2018,LW,Veraison,B,1,Crop Cover
thermosediminibacterales,2018-LW-Veraison-C,2018,LW,Veraison,C,1,Crop Cover
thermosediminibacterales,2018-LW-Harvest-A,2018,LW,Harvest,A,3,Crop Cover
thermosediminibacterales,2018-LW-Harvest-B,2018,LW,Harvest,B,2,Crop Cover
thermosediminibacterales,2018-LW-Harvest-C,2018,LW,Harvest,C,4,Crop Cover
thermosediminibacterales,2018-NCC-Bud-A,2018,NCC,Bud,A,2,Crop Cover
